# metric=composite min_problems=50 companies=81
Zepto,eBay,0.969915
Nutanix,eBay,0.969856
Adobe,Oracle,0.969854
Meta,TikTok,0.969787
Bloomberg,Walmart Labs,0.969619
Atlassian,PayPal,0.969563
Citadel,Uber,0.968860
Citadel,eBay,0.968694
Citadel,Snowflake,0.968692
Amazon,Uber,0.968661
IBM,Turing,0.968441
Nvidia,Qualcomm,0.968406
Airbnb,Uber,0.968333
Google,TikTok,0.968190
Amazon,TikTok,0.968183
Walmart Labs,eBay,0.968115
Google,Uber,0.968055
Wix,eBay,0.968043
Samsung,Snowflake,0.968033
Expedia,Morgan Stanley,0.967600
Intuit,ServiceNow,0.967517
Microsoft,Walmart Labs,0.967485
Apple,TikTok,0.967105
Walmart Labs,Yahoo,0.966853
IBM,Infosys,0.966844
Samsung,Walmart Labs,0.966155
Apple,SAP,0.965919
Meta,Samsung,0.965591
Adobe,Walmart Labs,0.965552
Intuit,Walmart Labs,0.965494
Apple,Uber,0.965438
ByteDance,Walmart Labs,0.965294
TikTok,Wix,0.965020
Citadel,Palantir Technologies,0.964994
Amazon,Meta,0.964954
Coupang,Snap,0.964909
Oracle,Uber,0.964869
Meta,Uber,0.964811
ServiceNow,TikTok,0.964611
Airbnb,DoorDash,0.964538
Intuit,Oracle,0.964526
Adobe,Uber,0.964471
Google,Walmart Labs,0.964274
Nutanix,Snap,0.964269
Cisco,SAP,0.964203
Nvidia,SAP,0.964165
Snowflake,eBay,0.964162
Citadel,DoorDash,0.964108
Airbnb,Palantir Technologies,0.964071
Goldman Sachs,Microsoft,0.963996
Goldman Sachs,Zoho,0.963937
Goldman Sachs,Turing,0.963463
Intuit,TikTok,0.963255
Capital One,Roblox,0.963155
Snowflake,Uber,0.963146
Intuit,Nutanix,0.963022
Oracle,eBay,0.963017
Bloomberg,Meta,0.962956
Nutanix,Uber,0.962896
ByteDance,X,0.962731
Amazon,Tesla,0.962465
Expedia,Swiggy,0.962456
Bloomberg,ByteDance,0.962359
Meta,Microsoft,0.962031
Nvidia,Yahoo,0.962005
Goldman Sachs,Infosys,0.961691
ByteDance,Intuit,0.961331
Expedia,Zoho,0.961109
LinkedIn,Meta,0.961066
DE Shaw,Flipkart,0.961003
SAP,Tesla,0.960937
Palantir Technologies,eBay,0.960858
Uber,Visa,0.960769
Salesforce,Snowflake,0.960728
Cisco,Goldman Sachs,0.960719
Salesforce,eBay,0.960668
Amazon,Goldman Sachs,0.960272
Airbnb,X,0.960159
Cisco,Zoho,0.960127
Citadel,Snap,0.959713
Salesforce,Samsung,0.959711
Turing,Zoho,0.959632
Nutanix,Samsung,0.959593
SAP,Visa,0.959392
DE Shaw,PayPal,0.959170
MakeMyTrip,Salesforce,0.959126
Amazon,Salesforce,0.959038
Capgemini,tcs,0.959022
Accenture,Infosys,0.958964
Capital One,Visa,0.958714
Amazon,Cisco,0.958633
Apple,Salesforce,0.958584
Expedia,Goldman Sachs,0.958536
Snowflake,Walmart Labs,0.958427
Oracle,Samsung,0.958420
Google,Samsung,0.958397
Nutanix,Zepto,0.958333
ByteDance,Microsoft,0.958304
Nvidia,X,0.958234
LinkedIn,Snowflake,0.958221
ByteDance,TikTok,0.958115
Meta,Wix,0.957921
Intuit,Salesforce,0.957797
MakeMyTrip,ServiceNow,0.957720
ServiceNow,Tesla,0.957643
SAP,Walmart Labs,0.957566
Accenture,Cognizant,0.957234
ByteDance,SAP,0.957114
Bloomberg,Tesla,0.956912
Intuit,Snap,0.956888
Oracle,Snowflake,0.956840
Apple,ByteDance,0.956771
Samsung,Zepto,0.956552
ByteDance,Google,0.956456
ByteDance,ServiceNow,0.956218
PhonePe,Zepto,0.956205
Airbnb,Samsung,0.955993
Nvidia,Tesla,0.955935
Bloomberg,Goldman Sachs,0.955844
Cisco,Microsoft,0.955788
Adobe,Nvidia,0.955721
Bloomberg,Cisco,0.955689
Palantir Technologies,X,0.955505
Microsoft,TikTok,0.955201
Accenture,Capgemini,0.955099
Nutanix,ServiceNow,0.954968
Google,Tesla,0.954940
Nvidia,Walmart Labs,0.954813
Bloomberg,Yandex,0.954772
DE Shaw,Deutsche Bank,0.954766
Airbnb,Wix,0.954567
Adobe,TikTok,0.954550
Flipkart,Salesforce,0.954389
Apple,Tesla,0.954274
Goldman Sachs,IBM,0.954245
Google,Salesforce,0.954188
Palantir Technologies,Uber,0.954147
Apple,Yandex,0.954144
Meta,Snowflake,0.954065
Apple,Samsung,0.953909
Intuit,eBay,0.953848
Meta,Yandex,0.953846
Palantir Technologies,Samsung,0.953838
Uber,X,0.953799
Infosys,J.P. Morgan,0.953736
Meta,Salesforce,0.953726
Infosys,tcs,0.953686
Walmart Labs,Zepto,0.953203
Goldman Sachs,Google,0.953055
Expedia,PayPal,0.953005
Amazon,ServiceNow,0.952777
SAP,TikTok,0.952770
Amazon,Samsung,0.952624
DE Shaw,PhonePe,0.952570
Microsoft,Salesforce,0.952496
Flipkart,Zepto,0.952290
Apple,ServiceNow,0.952202
Google,Intuit,0.951985
Meta,eBay,0.951925
Capital One,Cisco,0.951731
ByteDance,Goldman Sachs,0.951730
Salesforce,Zepto,0.951722
Citadel,Wix,0.951680
Flipkart,Nutanix,0.951668
Nutanix,Snowflake,0.951636
Tesla,X,0.951518
Coupang,Intuit,0.951476
Goldman Sachs,Oracle,0.951435
ByteDance,Salesforce,0.951365
Microsoft,Uber,0.951240
ServiceNow,Zepto,0.951201
PhonePe,Salesforce,0.951039
Citadel,Coupang,0.950987
Snowflake,X,0.950971
Grammarly,Netflix,0.950934
Coupang,PhonePe,0.950904
ServiceNow,eBay,0.950696
Salesforce,Tesla,0.950596
Nutanix,Oracle,0.950468
Capgemini,EPAM Systems,0.950227
ByteDance,Uber,0.950109
Google,eBay,0.950107
Bloomberg,Salesforce,0.950092
Airbnb,eBay,0.949678
IBM,Zoho,0.949566
MakeMyTrip,PhonePe,0.949561
SAP,Uber,0.949535
Intuit,Uber,0.949460
MakeMyTrip,Nutanix,0.949344
PayPal,Zepto,0.949327
Cisco,Visa,0.949239
Snowflake,Wix,0.949233
Amazon,Visa,0.949192
Citadel,Nutanix,0.949167
Bloomberg,ServiceNow,0.949051
Docusign,eBay,0.948779
Visa,eBay,0.948625
Microsoft,ServiceNow,0.948622
Meta,ServiceNow,0.948613
Microsoft,Tesla,0.948551
Airbnb,TikTok,0.948536
Goldman Sachs,Roblox,0.948496
Salesforce,Uber,0.948471
Bloomberg,TikTok,0.948468
Uber,Zepto,0.948458
Palantir Technologies,TikTok,0.948425
Goldman Sachs,Netflix,0.948386
Adobe,Samsung,0.948350
PayPal,SAP,0.948249
Citadel,X,0.948236
IBM,J.P. Morgan,0.948210
Airbnb,Anduril,0.948039
Expedia,J.P. Morgan,0.947841
Goldman Sachs,Morgan Stanley,0.947653
Microsoft,Yandex,0.947579
DoorDash,Wix,0.947576
Intuit,SAP,0.947574
Flipkart,MakeMyTrip,0.947462
TikTok,Visa,0.947375
Infosys,SAP,0.947264
SAP,eBay,0.947030
Tesla,TikTok,0.947028
Coupang,eBay,0.946819
TikTok,X,0.946637
Atlassian,Goldman Sachs,0.946633
Amazon,eBay,0.946576
ByteDance,Nutanix,0.946445
Nutanix,Salesforce,0.946404
Snap,TikTok,0.946315
Microsoft,Visa,0.946309
DE Shaw,Roblox,0.946273
DoorDash,Samsung,0.946050
Anduril,Citadel,0.945990
DoorDash,Pinterest,0.945918
SAP,Samsung,0.945895
Google,Visa,0.945850
Oracle,X,0.945747
Flipkart,ServiceNow,0.945744
Nvidia,TikTok,0.945666
Docusign,TikTok,0.945638
Palantir Technologies,Wix,0.945620
Capgemini,Cognizant,0.945610
ByteDance,Docusign,0.945596
Oracle,Visa,0.945593
SAP,Salesforce,0.945563
Amazon,Intuit,0.945563
Bloomberg,Uber,0.945452
PayPal,Turing,0.945341
Nutanix,Wix,0.945190
Samsung,ServiceNow,0.945171
MakeMyTrip,TikTok,0.945170
Apple,eBay,0.945089
PayPal,Roblox,0.945019
Snap,Uber,0.944975
Docusign,Salesforce,0.944941
DoorDash,Uber,0.944717
Morgan Stanley,Paytm,0.944638
Agoda,Swiggy,0.944611
Netflix,Tesla,0.944535
Walmart Labs,Wix,0.944493
Google,Yandex,0.944455
J.P. Morgan,Turing,0.944337
Intuit,Netflix,0.944206
Oracle,Yandex,0.944177
Capgemini,Deloitte,0.944176
Intuit,Samsung,0.944080
Atlassian,DE Shaw,0.944048
DoorDash,eBay,0.943895
MakeMyTrip,eBay,0.943877
Anduril,Coupang,0.943866
PhonePe,eBay,0.943686
Tesla,Yahoo,0.943676
Intuit,X,0.943552
Amazon,X,0.943492
Docusign,Nutanix,0.943056
Nutanix,Tesla,0.942954
SAP,Yahoo,0.942908
ByteDance,eBay,0.942654
Snap,Snowflake,0.942649
Goldman Sachs,Salesforce,0.942603
Morgan Stanley,Siemens,0.942550
PayPal,Salesforce,0.942466
Snap,eBay,0.942405
Tesla,Uber,0.942311
Goldman Sachs,Nvidia,0.942245
J.P. Morgan,Zoho,0.942152
Google,ServiceNow,0.942116
Bloomberg,Qualcomm,0.942047
Citadel,PhonePe,0.942005
Docusign,MakeMyTrip,0.941962
Coupang,TikTok,0.941704
Salesforce,Yandex,0.941629
Goldman Sachs,J.P. Morgan,0.941608
Intuit,Lyft,0.941557
Airbnb,Nutanix,0.941432
Citadel,Dropbox,0.941274
Snap,X,0.941182
Coupang,Nutanix,0.941155
Deloitte,EPAM Systems,0.941118
SAP,ServiceNow,0.941055
Coupang,DoorDash,0.940964
Airbnb,Intuit,0.940876
DoorDash,Nutanix,0.940816
Apple,Snowflake,0.940762
ServiceNow,Yandex,0.940734
Google,X,0.940617
DoorDash,TikTok,0.940568
Adobe,SAP,0.940519
Intuit,MakeMyTrip,0.940427
MakeMyTrip,Walmart Labs,0.940404
ByteDance,Cisco,0.940344
Google,Snowflake,0.940319
PhonePe,TikTok,0.940149
Microsoft,Samsung,0.940038
SAP,Zoho,0.940021
Docusign,Walmart Labs,0.939945
Morgan Stanley,Zoho,0.939854
Cisco,Nvidia,0.939846
Deloitte,Morgan Stanley,0.939662
Adobe,Wix,0.939580
Yahoo,Yandex,0.939575
Flipkart,Samsung,0.939463
Oracle,Zepto,0.939375
Infosys,Microsoft,0.939315
Nvidia,Uber,0.939303
Agoda,Zoho,0.939267
Infosys,Turing,0.939174
Intuit,Zepto,0.939171
Atlassian,Turing,0.939121
Docusign,ServiceNow,0.939079
Nutanix,X,0.939050
Flipkart,eBay,0.939012
PhonePe,Samsung,0.939009
Netflix,SAP,0.938977
Citadel,Pinterest,0.938736
Cisco,tcs,0.938725
Cisco,Google,0.938648
Atlassian,eBay,0.938638
Oracle,PayPal,0.938599
Expedia,Turing,0.938584
Flipkart,TikTok,0.938534
Apple,Visa,0.938305
Deutsche Bank,PayPal,0.938243
Docusign,Samsung,0.938115
Intuit,Microsoft,0.938005
Walmart Labs,Yandex,0.937898
Media.net,Snowflake,0.937893
Salesforce,Sprinklr,0.937878
Uber,Yahoo,0.937862
Qualcomm,SAP,0.937627
X,eBay,0.937606
TikTok,Yahoo,0.937606
Infosys,Zoho,0.937602
Anduril,Dropbox,0.937599
Bloomberg,Visa,0.937591
Bloomberg,Infosys,0.937535
Adobe,ByteDance,0.937510
ByteDance,Yahoo,0.937509
Anduril,Palantir Technologies,0.937271
Amazon,Yandex,0.937270
Roblox,Visa,0.937210
IBM,PayPal,0.937078
DE Shaw,Zepto,0.936940
Google,Netflix,0.936862
Amazon,Infosys,0.936820
Tesla,eBay,0.936778
Agoda,Paytm,0.936739
Citadel,Salesforce,0.936686
Deloitte,Swiggy,0.936497
Coupang,Zepto,0.936291
Infosys,Morgan Stanley,0.936109
Media.net,Salesforce,0.936018
Walmart Labs,X,0.935995
Amazon,Qualcomm,0.935904
Nvidia,Salesforce,0.935750
Media.net,Sprinklr,0.935719
Anduril,Wix,0.935712
Anduril,Nutanix,0.935621
Goldman Sachs,Visa,0.935494
ServiceNow,Yahoo,0.935449
Cognizant,tcs,0.935353
Meta,Tesla,0.935339
Atlassian,Salesforce,0.935269
Roblox,Zoho,0.935130
PhonePe,Snowflake,0.934991
IBM,tcs,0.934862
Microsoft,PayPal,0.934778
Goldman Sachs,Tesla,0.934728
Meta,Nvidia,0.934728
DoorDash,Palantir Technologies,0.934724
Capgemini,Infosys,0.934653
Samsung,X,0.934600
Goldman Sachs,Intuit,0.934452
LinkedIn,Samsung,0.934372
Snowflake,Zepto,0.934368
Samsung,Snap,0.934280
ServiceNow,Snowflake,0.934270
Visa,Walmart Labs,0.934251
Dropbox,Snap,0.934217
Meta,SAP,0.934213
LinkedIn,TikTok,0.934094
Coupang,MakeMyTrip,0.934070
Atlassian,Zepto,0.934036
Samsung,Visa,0.933964
LinkedIn,Salesforce,0.933961
PayPal,Visa,0.933884
Apple,Goldman Sachs,0.933870
Goldman Sachs,ServiceNow,0.933821
ServiceNow,Uber,0.933752
Palantir Technologies,Visa,0.933556
PayPal,eBay,0.933553
Atlassian,IBM,0.933527
ByteDance,Samsung,0.933199
Citadel,Docusign,0.933192
Anduril,TikTok,0.933011
PayPal,TikTok,0.932940
PayPal,ServiceNow,0.932925
Microsoft,eBay,0.932906
Airbnb,Dropbox,0.932885
MakeMyTrip,Zepto,0.932798
Salesforce,Yahoo,0.932797
Intuit,Snowflake,0.932701
DoorDash,Dropbox,0.932694
Apple,Intuit,0.932688
Nutanix,PhonePe,0.932624
EPAM Systems,tcs,0.932537
DoorDash,Snowflake,0.932449
Atlassian,Visa,0.932415
Bloomberg,Samsung,0.932337
Autodesk,Palo Alto Networks,0.932298
Anduril,eBay,0.932227
Airbnb,Coupang,0.932199
Flipkart,Walmart Labs,0.932117
Airbnb,Snowflake,0.932029
Goldman Sachs,Swiggy,0.932003
Apple,Qualcomm,0.931778
Adobe,eBay,0.931652
Adobe,Tesla,0.931640
Adobe,Salesforce,0.931538
Grammarly,Tesla,0.931448
Flipkart,Intuit,0.931441
Expedia,Paytm,0.931350
Apple,Wix,0.931331
Bloomberg,Intuit,0.931073
Paytm,Swiggy,0.930921
Dropbox,Pinterest,0.930838
Amazon,Snowflake,0.930755
Citadel,Intuit,0.930736
LinkedIn,Walmart Labs,0.930639
SAP,Yandex,0.930563
LinkedIn,Wix,0.930550
Coupang,Palantir Technologies,0.930490
Netflix,Oracle,0.930389
SAP,X,0.930339
Intuit,Meta,0.930333
Coupang,Snowflake,0.930285
DE Shaw,Salesforce,0.930256
PhonePe,ServiceNow,0.930211
Intuit,Nvidia,0.930198
PayPal,Zoho,0.930104
Apple,Cisco,0.929966
Google,Wix,0.929966
Apple,X,0.929897
Docusign,Oracle,0.929875
Tesla,Visa,0.929768
Palantir Technologies,Snowflake,0.929758
Netflix,Salesforce,0.929733
Citadel,MakeMyTrip,0.929580
Anduril,Uber,0.929351
Visa,Zepto,0.929275
J.P. Morgan,PayPal,0.929023
Airbnb,Visa,0.928980
Bloomberg,EPAM Systems,0.928975
Adobe,Yandex,0.928918
Meta,Zepto,0.928862
Qualcomm,Yahoo,0.928841
Google,Palantir Technologies,0.928798
Nvidia,ServiceNow,0.928709
Agoda,Expedia,0.928685
Expedia,ServiceNow,0.928617
Microsoft,Qualcomm,0.928500
Goldman Sachs,Walmart Labs,0.928437
Roblox,Turing,0.928363
Adobe,Visa,0.928187
Expedia,IBM,0.928108
Citadel,Walmart Labs,0.927843
Oracle,Qualcomm,0.927692
Dropbox,Palantir Technologies,0.927650
Nvidia,Visa,0.927577
MakeMyTrip,Oracle,0.927540
DE Shaw,Goldman Sachs,0.927508
Salesforce,X,0.927487
Netflix,eBay,0.927466
Cisco,Roblox,0.927396
Anduril,Snowflake,0.927393
Flipkart,PayPal,0.927214
Intuit,Visa,0.927077
Bloomberg,eBay,0.927070
Infosys,PayPal,0.927065
Citadel,Google,0.927037
Agoda,Morgan Stanley,0.927034
MakeMyTrip,Tesla,0.926995
Atlassian,TikTok,0.926871
Goldman Sachs,TikTok,0.926803
Oracle,Wix,0.926786
Amazon,PayPal,0.926781
MakeMyTrip,Snowflake,0.926711
Snap,Wix,0.926706
Google,Infosys,0.926401
Nvidia,eBay,0.926393
Morgan Stanley,Salesforce,0.926359
Cisco,Infosys,0.926256
Coupang,Pinterest,0.926243
Palantir Technologies,SAP,0.926166
Accenture,IBM,0.926001
Google,Qualcomm,0.925962
Adobe,Snowflake,0.925946
Nvidia,Snowflake,0.925640
ByteDance,Visa,0.925606
Lyft,X,0.925589
Amazon,Nutanix,0.925577
Palantir Technologies,Snap,0.925380
ByteDance,Qualcomm,0.925297
PayPal,PhonePe,0.925147
Citadel,Oracle,0.924886
Tinkoff,Visa,0.924883
Cognizant,EPAM Systems,0.924738
Coupang,X,0.924556
Nutanix,Visa,0.924422
Morgan Stanley,ServiceNow,0.924324
MakeMyTrip,Snap,0.924295
Snowflake,Tesla,0.924259
Infosys,Yandex,0.924199
Atlassian,PhonePe,0.924148
Media.net,Uber,0.924147
ByteDance,Meta,0.923985
Coupang,Netflix,0.923975
Expedia,SAP,0.923945
Anduril,Samsung,0.923938
Intuit,PayPal,0.923882
Media.net,Walmart Labs,0.923880
Adobe,ServiceNow,0.923785
Netflix,PayPal,0.923769
Citadel,Zepto,0.923642
Docusign,Uber,0.923526
Lyft,Nutanix,0.923523
Docusign,Palantir Technologies,0.923517
ByteDance,PayPal,0.923420
Nvidia,Palantir Technologies,0.923372
Atlassian,Samsung,0.923236
Expedia,Infosys,0.923141
Cisco,Oracle,0.923138
Cisco,Qualcomm,0.923095
Atlassian,SAP,0.923014
ByteDance,Citadel,0.922971
Docusign,Snowflake,0.922844
Coupang,PayPal,0.922791
Atlassian,Infosys,0.922745
Expedia,Siemens,0.922674
Morgan Stanley,PayPal,0.922377
LinkedIn,eBay,0.922216
PayPal,Walmart Labs,0.922123
Netflix,Tinkoff,0.922106
ByteDance,Palantir Technologies,0.922096
DE Shaw,Expedia,0.922030
SAP,tcs,0.921993
ByteDance,MakeMyTrip,0.921877
Siemens,Swiggy,0.921786
LinkedIn,ServiceNow,0.921763
MakeMyTrip,Samsung,0.921756
Bloomberg,X,0.921541
Nutanix,Palantir Technologies,0.921538
DoorDash,Zepto,0.921425
Airbnb,Google,0.921201
Apple,Nutanix,0.921185
Samsung,Tesla,0.921156
Cisco,Turing,0.921063
Amazon,Zepto,0.921038
Amazon,Docusign,0.920893
Infosys,Salesforce,0.920870
IBM,Morgan Stanley,0.920862
Bloomberg,Morgan Stanley,0.920804
Google,PayPal,0.920795
Nvidia,Samsung,0.920727
Visa,X,0.920713
Coupang,Samsung,0.920696
PhonePe,Snap,0.920686
Coupang,Dropbox,0.920588
Netflix,TikTok,0.920587
Wix,X,0.920573
Meta,Nutanix,0.920386
Netflix,ServiceNow,0.920346
Snap,Zepto,0.920268
Goldman Sachs,tcs,0.919982
Qualcomm,X,0.919973
Wix,Zepto,0.919967
Amazon,Wix,0.919921
Expedia,Roblox,0.919866
Bloomberg,PayPal,0.919727
Intuit,PhonePe,0.919724
Microsoft,Zepto,0.919478
DoorDash,PhonePe,0.919424
Accenture,EPAM Systems,0.919396
Deutsche Bank,Expedia,0.919356
SAP,Zepto,0.919147
Microsoft,Zoho,0.919140
Docusign,X,0.919136
ByteDance,Expedia,0.919133
TikTok,Yandex,0.919103
Media.net,Oracle,0.919007
ByteDance,Snowflake,0.918945
Apple,Zepto,0.918942
Netflix,Turing,0.918900
Google,Zepto,0.918856
Atlassian,Roblox,0.918629
Morgan Stanley,SAP,0.918455
Amazon,Netflix,0.918387
Nutanix,SAP,0.918332
Expedia,Salesforce,0.918314
Goldman Sachs,eBay,0.918143
Palantir Technologies,Pinterest,0.918026
Snap,Tesla,0.917969
Cisco,PayPal,0.917862
Deloitte,Siemens,0.917814
Deloitte,Infosys,0.917780
Adobe,X,0.917727
Media.net,Samsung,0.917690
Samsung,Yahoo,0.917675
Cisco,Tesla,0.917545
Netflix,Swiggy,0.917543
Coupang,Salesforce,0.917527
Airbnb,Lyft,0.917524
SAP,Turing,0.917479
Morgan Stanley,Turing,0.917233
Media.net,TikTok,0.917226
Airbnb,ByteDance,0.917188
Netflix,Visa,0.917142
Intuit,Yahoo,0.917051
Adobe,Qualcomm,0.917013
Citadel,Flipkart,0.916900
Anduril,Pinterest,0.916899
Infosys,Yelp,0.916831
Expedia,Intuit,0.916816
Grammarly,Intuit,0.916773
Microsoft,Morgan Stanley,0.916637
Citadel,Meta,0.916622
Morgan Stanley,Oracle,0.916586
Bloomberg,Zoho,0.916550
Amazon,Citadel,0.916543
Docusign,Nvidia,0.916509
MakeMyTrip,Netflix,0.916484
Microsoft,X,0.916281
Docusign,SAP,0.916192
Siemens,Tesla,0.915918
Flipkart,Snowflake,0.915866
Netflix,Zepto,0.915804
Infosys,Swiggy,0.915708
Goldman Sachs,Zepto,0.915659
Apple,Media.net,0.915620
Swiggy,Zoho,0.915557
Snap,Walmart Labs,0.915524
Airbnb,Pinterest,0.915474
Cisco,Yahoo,0.915461
SAP,Tinkoff,0.915267
ByteDance,Lyft,0.915259
Oracle,Palantir Technologies,0.915088
ByteDance,Infosys,0.915028
Atlassian,Oracle,0.914879
Coupang,Uber,0.914861
Atlassian,Microsoft,0.914858
Amazon,Palantir Technologies,0.914848
Nvidia,Palo Alto Networks,0.914845
Samsung,Yandex,0.914655
Intuit,Wix,0.914642
Amazon,Zoho,0.914530
Capital One,Goldman Sachs,0.914489
Docusign,PayPal,0.914441
Visa,Yahoo,0.914426
Docusign,Flipkart,0.914424
Docusign,Zepto,0.914298
Microsoft,Netflix,0.914271
MakeMyTrip,Uber,0.914116
Qualcomm,Siemens,0.913993
Pinterest,Snap,0.913900
Nvidia,PayPal,0.913900
LinkedIn,Sprinklr,0.913862
Paytm,Zoho,0.913826
Qualcomm,Tesla,0.913787
Expedia,Tesla,0.913757
Swiggy,Turing,0.913746
Coupang,Flipkart,0.913732
LinkedIn,Oracle,0.913729
ByteDance,Netflix,0.913470
Lyft,Snap,0.913440
Netflix,Palo Alto Networks,0.913002
Anduril,Intuit,0.913001
Cisco,IBM,0.912814
SAP,Snowflake,0.912678
PhonePe,Pinterest,0.912529
EPAM Systems,Qualcomm,0.912484
Google,Nutanix,0.912370
Flipkart,Uber,0.912349
Infosys,Oracle,0.912346
Apple,Infosys,0.912345
Microsoft,Snowflake,0.912342
Nvidia,Yandex,0.912203
Netflix,Walmart Labs,0.912107
Goldman Sachs,Uber,0.912033
DE Shaw,MathWorks,0.912033
PayPal,Samsung,0.911901
Atlassian,Google,0.911782
Deloitte,tcs,0.911743
Flipkart,Oracle,0.911570
LinkedIn,Uber,0.911565
DE Shaw,J.P. Morgan,0.911534
Nutanix,PayPal,0.911503
Airbnb,Tesla,0.911490
Amazon,Atlassian,0.911474
Atlassian,Netflix,0.911410
Microsoft,Palo Alto Networks,0.911338
Citadel,ServiceNow,0.911288
Atlassian,Docusign,0.911284
Adobe,Intuit,0.911269
MakeMyTrip,PayPal,0.911230
Adobe,Cisco,0.911209
J.P. Morgan,Morgan Stanley,0.911040
SAP,Wix,0.910856
Citadel,LinkedIn,0.910763
Nutanix,Nvidia,0.910673
Bloomberg,Netflix,0.910662
Goldman Sachs,Yahoo,0.910638
Airbnb,Walmart Labs,0.910553
J.P. Morgan,SAP,0.910551
Accenture,Deloitte,0.910539
Anduril,X,0.910480
Cisco,Uber,0.910300
EPAM Systems,Microsoft,0.910188
Zoho,tcs,0.910143
Bloomberg,tcs,0.910027
Meta,X,0.910016
Flipkart,Snap,0.909977
EPAM Systems,Nvidia,0.909946
Palo Alto Networks,Swiggy,0.909930
Lyft,ServiceNow,0.909884
Infosys,Nvidia,0.909771
Snowflake,Yahoo,0.909687
DoorDash,Intuit,0.909675
Visa,Wix,0.909586
Bloomberg,Snowflake,0.909546
Arista Networks,Snowflake,0.909438
Atlassian,Uber,0.909312
ServiceNow,X,0.909172
Flipkart,Media.net,0.908983
Salesforce,Wix,0.908948
Salesforce,Visa,0.908910
PhonePe,Walmart Labs,0.908886
Meta,Sprinklr,0.908835
Citadel,Lyft,0.908824
Apple,Docusign,0.908711
ByteDance,Zoho,0.908634
Apple,LinkedIn,0.908629
Amazon,Morgan Stanley,0.908527
Coupang,ServiceNow,0.908388
Intuit,Tinkoff,0.908384
Cisco,Tinkoff,0.908340
Swiggy,Yelp,0.908192
ByteDance,Coupang,0.908139
Airbnb,Amazon,0.908006
Arista Networks,Meta,0.907839
Snowflake,Sprinklr,0.907808
Bloomberg,Palo Alto Networks,0.907796
Nvidia,Siemens,0.907759
Roblox,SAP,0.907635
Adobe,Media.net,0.907580
Atlassian,Palantir Technologies,0.907540
Intuit,Palantir Technologies,0.907385
Lyft,TikTok,0.907344
Anduril,Zepto,0.907339
ServiceNow,Sprinklr,0.907213
Accenture,Goldman Sachs,0.907165
Intuit,Roblox,0.907161
ByteDance,Zepto,0.907149
Goldman Sachs,Yandex,0.907142
Goldman Sachs,Palo Alto Networks,0.907122
Yandex,eBay,0.907011
ServiceNow,Swiggy,0.906997
